polynomial,term_0,term_1,term_2,term_3,term_4,term_5,term_6,gcd,zero_terms,galois_group,discriminant
x^5 + 11*x^4 + 15*x^3 + 12*x^2 + 5*x + 1,-5,-45/2,-123/2,-50,129/2,315/2,167/2,1/2,0,D(5),145161
x^5 + 11*x^4 + 17*x^3 + 2*x^2 - 5*x + 1,20,-285/2,-63/2,428,951/2,531/2,157/2,1/2,0,D(5),4549689
x^5 + 11*x^4 + 21*x^3 + 15*x^2 + 4*x + 1,-43/2,-135/2,93/2,297,354,234,137/2,1/2,0,D(5),4255969
x^5 + 11*x^4 + 25*x^3 + 4*x^2 - 17*x + 1,279,-579/2,993/2,1484,2253/2,765/2,117/2,1/2,0,D(5),672105625
x^5 + 12*x^4 - 25*x^3 + 7*x^2 + 7*x + 1,63/2,261,156,-963,1413/2,-1005/2,413/2,1/2,0,D(5),165765625
x^5 + 12*x^4 - 25*x^3 + 14*x^2 - 2*x + 1,-31,291/2,39,-557,1431/2,-555,413/2,1/2,0,D(5),127215841
x^5 + 12*x^4 - 16*x^3 + 7*x^2 + 1,-35/2,120,-213/2,-249,258,-681/2,184,1/2,0,D(5),253605625
x^5 + 12*x^4 - 6*x^3 - 7*x^2 + 2*x + 1,43/2,24,-177/2,-109,150,-111/2,159,1/2,0,D(5),1447209
x^5 + 12*x^4 + 9*x^2 - 4*x + 1,-13/2,-54,-117/2,311,-102,-135/2,144,1/2,0,D(5),233325625
x^5 + 12*x^4 + 5*x^3 + 4*x^2 + 4*x + 1,6,-27/2,-186,-321,-189/2,60,263/2,1/2,0,D(5),1803649
x^5 + 12*x^4 + 13*x^3 + 5*x^2 - 3*x + 1,-7/2,-120,-84,357,417/2,393/2,223/2,1/2,0,D(5),200533921
x^5 + 12*x^4 + 23*x^3 + 16*x^2 + 4*x + 1,-24,-153/2,66,375,891/2,294,173/2,1/2,0,D(5),8755681
x^5 + 13*x^4 - 23*x^3 + 17*x^2 - 6*x + 1,-13/2,39/2,63/2,-261,552,-576,453/2,1/2,0,D(5),305809
x^5 + 13*x^4 + 7*x^3 - 17*x^2 + 2*x + 1,93/2,-207/2,435/2,-445,375,264,303/2,1/2,0,D(5),635392849
x^5 + 13*x^4 + 7*x^3 + 10*x^2 - x + 1,-24,-135/2,-69/2,206,-213/2,123/2,303/2,1/2,0,D(5),299393809
x^5 + 13*x^4 + 9*x^3 + x + 1,1,-135/2,-417/2,-116,213/2,351/2,293/2,1,0,D(5),4305625
x^5 + 13*x^4 + 20*x^3 - x^2 - 7*x + 1,103/2,-279/2,33/2,572,1449/2,795/2,119,1/2,0,D(5),117223929
x^5 + 13*x^4 + 24*x^3 + 19*x^2 + 7*x + 1,3/2,39/2,189/2,250,777/2,651/2,109,1/2,0,D(5),2209
x^5 + 13*x^4 + 25*x^3 - 17*x^2 - 2*x + 1,93/2,-273/2,627/2,-693,1299,615,213/2,3/2,0,D(5),1187560521
x^5 + 13*x^4 + 25*x^3 + 17*x^2 + 4*x + 1,-53/2,-171/2,177/2,461,546,360,213/2,1/2,0,D(5),16638241
x^5 + 14*x^4 - 7*x^3 - 9*x^2 + 3*x + 1,63/2,12,-57,-193,435/2,-159/2,427/2,1/2,0,D(5),38975049
x^5 + 14*x^4 - x^3 + 11*x^2 + x + 1,-53/2,24,-27,-145,-489/2,-207/2,397/2,1/2,0,D(5),293951025
x^5 + 14*x^4 + 5*x^3 - 4*x + 1,16,-75/2,-180,367,195/2,105,367/2,1/2,0,D(5),16507969
x^5 + 14*x^4 + 6*x^3 - 15*x^2 + 2*x + 1,83/2,-90,219/2,-401,339,477/2,181,1/2,0,D(5),117223929
x^5 + 14*x^4 + 9*x^3 - 24*x^2 + 6*x + 1,96,-567/2,573,-1045,1071/2,369,347/2,1/2,0,D(5),817674025
x^5 + 14*x^4 + 9*x^3 + 24*x^2 - 4*x + 1,-44,-423/2,708,799,-645/2,9,347/2,1/2,0,D(5),12720456225
x^5 + 14*x^4 + 18*x^3 - 5*x^2 - 6*x + 1,97/2,-90,-21/2,383,681,831/2,151,1/2,0,D(5),350775441
x^5 + 14*x^4 + 19*x^3 - 23*x^2 + x + 1,117/2,-177,555,-997,2019/2,1143/2,297/2,1/2,0,D(5),3333099289
x^5 + 15*x^4 - 11*x^3 + 2*x^2 + 3*x + 1,4,183/2,-339/2,-384,183/2,-525/2,505/2,1/2,0,D(5),670654609
x^5 + 15*x^4 + x^3 + 15*x^2 - 8*x + 1,53/2,-375/2,249/2,845,-216,-90,445/2,1/2,0,D(5),61858225
x^5 + 15*x^4 + 5*x^3 + 5*x^2 + 1,-25/2,-75/2,-375/2,25,-75,75,425/2,25/2,0,D(5),102515625
x^5 + 15*x^4 + 23*x^3 - 4*x^2 - 9*x + 1,91,-237/2,219/2,736,2037/2,1095/2,335/2,1/2,0,D(5),1963110249
x^5 + 16*x^4 - 22*x^3 + 17*x^2 - 6*x + 1,-13/2,12,-9/2,-101,408,-1311/2,311,1/2,0,D(5),9653449
x^5 + 16*x^4 - 21*x^3 - 21*x^2 + 8*x + 1,233/2,-189/2,1347/2,-39,2091/2,-693/2,617/2,1/2,0,D(5),69135340096
x^5 + 16*x^4 - 8*x^3 - 11*x^2 + 4*x + 1,87/2,-6,-21/2,-297,300,-219/2,276,3/2,0,D(5),247212729
x^5 + 16*x^4 + 9*x^3 - 24*x^2 + 4*x + 1,76,-423/2,570,-905,1275/2,396,467/2,1/2,0,D(5),6280087009
x^5 + 16*x^4 + 25*x^3 + 5*x^2 - 5*x + 1,25/2,-225,-15,785,1785/2,1125/2,387/2,1/2,0,D(5),141395881
x^5 + 17*x^4 - 17*x^3 - 11*x^2 + 4*x + 1,87/2,123/2,57/2,-127,654,-351,663/2,1/2,0,D(5),2820141025
x^5 + 17*x^4 + 24*x^3 - x^2 - 7*x + 1,103/2,-339/2,-3/2,760,1989/2,1239/2,229,1/2,0,D(5),240963529
x^5 + 18*x^4 - 19*x^3 + 7*x^2 - 3*x + 1,-17/2,111,-282,87,795/2,-1131/2,743/2,1/2,0,D(5),1380625
x^5 + 18*x^4 - 13*x^3 - 8*x^2 + 4*x + 1,36,99/2,-96,-321,819/2,-291,713/2,1/2,0,D(5),46471489
x^5 + 18*x^4 - 9*x^3 - 13*x^2 + 5*x + 1,115/2,-30,51,-421,795/2,-291/2,693/2,1/2,0,D(5),988662249
x^5 + 18*x^4 - 5*x^3 + 4*x^2 + 1,-10,75/2,-246,-65,-141/2,-165,673/2,1/2,0,D(5),411156729
x^5 + 18*x^4 + 13*x^3 + 11*x^2 + 3*x + 1,-37/2,-48,-147,-117,-177/2,537/2,583/2,1/2,0,D(5),1857769
x^5 + 18*x^4 + 16*x^3 + 9*x^2 + 4*x + 1,-13/2,-66,-489/2,-241,81,729/2,284,1/2,0,D(5),34000561
x^5 + 19*x^4 - 23*x^3 - 7*x^2 + 7*x + 1,133/2,99,30,-634,888,-603,837/2,1/2,0,D(5),4089858304
x^5 + 19*x^4 + 9*x^2 + x + 1,-43/2,27/2,-327/2,-158,-543/2,-135/2,361,1/2,0,D(5),165765625
x^5 + 19*x^4 + 10*x^3 - 5*x^2 - x + 1,27/2,-135/2,-465/2,8,615/2,645/2,336,1/2,0,D(5),8970025
x^5 + 19*x^4 + 12*x^3 + 21*x^2 - 7*x + 1,-7/2,-621/2,1005/2,1410,-555/2,369/2,331,1/2,0,D(5),21867015625
x^5 + 19*x^4 + 17*x^3 + 17*x^2 + 3*x + 1,-67/2,-51,72,154,-96,357,637/2,1/2,0,D(5),1269639424
x^5 + 20*x^4 - 10*x^3 - 15*x^2 + 6*x + 1,147/2,-60,255/2,-565,510,-375/2,425,1/2,0,D(5),3079251081
x^5 + 20*x^4 - 8*x^3 + x^2 + 2*x + 1,3/2,63,-549/2,-321,36,-495/2,420,3/2,0,D(5),1492817769
x^5 + 21*x^4 + 2*x^3 + 10*x^2 - 3*x + 1,-16,-60,-156,456,-264,-12,436,4,0,D(5),2316304384
x^5 + 21*x^4 + 15*x^3 - 15*x^2 - 4*x + 1,107/2,-45/2,225/2,113,870,585,807/2,1/2,0,D(5),8640260209
x^5 + 22*x^4 - 17*x^3 - 3*x^2 + 4*x + 1,47/2,219/2,-429/2,-539,945/2,-1077/2,1053/2,1/2,0,D(5),615436864
x^5 + 22*x^4 - 11*x^3 - 17*x^2 + 7*x + 1,183/2,-96,219,-729,1275/2,-471/2,1023/2,3/2,0,D(5),8143799049
x^5 + 22*x^4 + 23*x^3 + 13*x^2 + 4*x + 1,-33/2,-189/2,-429/2,-43,609/2,1323/2,853/2,1/2,0,D(5),70291456
x^5 + 23*x^4 - 7*x^3 + 12*x^2 - x + 1,-29,69/2,-279/2,-32,-651/2,-663/2,1093/2,1/2,0,D(5),466862449
x^5 + 23*x^4 - 4*x^3 + 8*x^2 + 3*x + 1,-11,66,-231,-572,-297,-198,539,11,0,D(5),3838050304
x^5 + 23*x^4 + 15*x^3 + 3*x^2 - 6*x + 1,57/2,-279/2,-393/2,1031,324,495,983/2,1/2,0,D(5),192959881
x^5 + 24*x^4 - 12*x^3 - 19*x^2 + 8*x + 1,223/2,-138,651/2,-913,780,-579/2,606,1/2,0,D(5),19144319769
x^5 + 24*x^4 + 21*x^3 + 14*x^2 + 4*x + 1,-19,-147/2,-192,-109,195/2,651,1047/2,1/2,0,D(5),12780625
x^5 + 25*x^4 + 11*x^3 - 10*x^2 - 3*x + 1,34,-75/2,-351/2,280,1203/2,975/2,1195/2,1/2,0,D(5),16687225
