polynomial,polynomial_reconstructed,factors,term_0,term_1,term_2,term_3,term_4,term_5,term_6,gcd,zero_terms,galois_group,discriminant
x^5 + 2*x^4 - 14*x^3 + 25*x^2 - 4*x + 1,(39)*x^6 + (-459/2)*x^5 + (279)*x^4 + (-669)*x^3 + (1647/2)*x^2 + (-45)*x^1 + (-93/2),(39) * (x^6 - 153/26*x^5 + 93/13*x^4 - 223/13*x^3 + 549/26*x^2 - 15/13*x - 31/26),39,-459/2,279,-669,1647/2,-45,-93/2,3/2,0,A5,563255289
x^5 + 2*x^4 - 13*x^3 - 15*x^2 + 2*x + 1,(73/2)*x^6 + (147/2)*x^5 + (537/2)*x^4 + (337)*x^3 + (693/2)*x^2 + (105/2)*x^1 + (83/2),(73/2) * (x^6 + 147/73*x^5 + 537/73*x^4 + 674/73*x^3 + 693/73*x^2 + 105/73*x + 83/73),73/2,147/2,537/2,337,693/2,105/2,83/2,1/2,0,A5,169780900
x^5 + 2*x^4 - 10*x^3 - 13*x^2 + 12*x + 1,(29)*x^6 + (135/2)*x^5 + (9)*x^4 + (67)*x^3 + (807/2)*x^2 + (-159)*x^1 + (353/2),(29) * (x^6 + 135/58*x^5 + 9/29*x^4 + 67/29*x^3 + 807/58*x^2 - 159/29*x + 353/58),29,135/2,9,67,807/2,-159,353/2,1/2,0,A5,219484225
x^5 + 2*x^4 - 7*x^3 + 8*x^2 - 2*x + 1,(43/2)*x^6 + (-81)*x^5 + (159/2)*x^4 + (-109)*x^3 + (45)*x^2 + (57/2)*x^1 + (-16),(43/2) * (x^6 - 162/43*x^5 + 159/43*x^4 - 218/43*x^3 + 90/43*x^2 + 57/43*x - 32/43),43/2,-81,159/2,-109,45,57/2,-16,1/2,0,A5,1656369
x^5 + 2*x^4 - 2*x^3 + 3*x^2 + 16*x + 1,(9)*x^6 + (-57/2)*x^5 + (-243)*x^4 + (-261)*x^3 + (63/2)*x^2 + (87)*x^1 + (497/2),(9) * (x^6 - 19/6*x^5 - 27*x^4 - 29*x^3 + 7/2*x^2 + 29/3*x + 497/18),9,-57/2,-243,-261,63/2,87,497/2,1/2,0,A5,23551609
x^5 + 2*x^4 + 3*x^3 + 8*x^2 + 20*x + 1,(-7/2)*x^6 + (-51)*x^5 + (-621/2)*x^4 + (-257)*x^3 + (-24)*x^2 + (435/2)*x^1 + (380),(-7/2) * (x^6 + 102/7*x^5 + 621/7*x^4 + 514/7*x^3 + 48/7*x^2 - 435/7*x - 760/7),-7/2,-51,-621/2,-257,-24,435/2,380,1/2,0,A5,414163201
x^5 + 2*x^4 + 5*x^3 + 2*x^2 + 1,(-17/2)*x^6 + (0)*x^5 + (63/2)*x^4 + (-5)*x^3 + (-24)*x^2 + (-75/2)*x^1 + (-5),(-17/2) * (x^6 - 63/17*x^4 + 10/17*x^3 + 48/17*x^2 + 75/17*x + 10/17),-17/2,0,63/2,-5,-24,-75/2,-5,1/2,1,A5,162409
x^5 + 2*x^4 + 6*x^3 + 3*x^2 + 1,(-11)*x^6 + (-9/2)*x^5 + (45)*x^4 + (11)*x^3 + (-33/2)*x^2 + (-45)*x^1 + (-15/2),(-11) * (x^6 + 9/22*x^5 - 45/11*x^4 - x^3 + 3/2*x^2 + 45/11*x + 15/22),-11,-9/2,45,11,-33/2,-45,-15/2,1/2,0,A5,426409
x^5 + 2*x^4 + 7*x^3 - 14*x^2 + 8*x + 1,(-27/2)*x^6 + (126)*x^5 + (-9/2)*x^4 + (-333)*x^3 + (180)*x^2 + (-441/2)*x^1 + (99),(-27/2) * (x^6 - 28/3*x^5 + 1/3*x^4 + 74/3*x^3 - 40/3*x^2 + 49/3*x - 22/3),-27/2,126,-9/2,-333,180,-441/2,99,9/2,0,A5,178623225
x^5 + 2*x^4 + 8*x^3 - 5*x^2 + 18*x + 1,(-16)*x^6 + (123/2)*x^5 + (-159)*x^4 + (-357)*x^3 + (-417/2)*x^2 + (-195)*x^1 + (673/2),(-16) * (x^6 - 123/32*x^5 + 159/16*x^4 + 357/16*x^3 + 417/32*x^2 + 195/16*x - 673/32),-16,123/2,-159,-357,-417/2,-195,673/2,1/2,0,A5,1121245225
x^5 + 2*x^4 + 8*x^3 + 3*x^2 - 4*x + 1,(-16)*x^6 + (3/2)*x^5 + (147)*x^4 + (79)*x^3 + (63/2)*x^2 + (-78)*x^1 + (17/2),(-16) * (x^6 - 3/32*x^5 - 147/16*x^4 - 79/16*x^3 - 63/32*x^2 + 39/8*x - 17/32),-16,3/2,147,79,63/2,-78,17/2,1/2,0,A5,3003289
x^5 + 2*x^4 + 9*x^3 + 17*x^2 - 8*x + 1,(-37/2)*x^6 + (-201/2)*x^5 + (381/2)*x^4 + (393)*x^3 + (1023/2)*x^2 + (-543/2)*x^1 + (43/2),(-37/2) * (x^6 + 201/37*x^5 - 381/37*x^4 - 786/37*x^3 - 1023/37*x^2 + 543/37*x - 43/37),-37/2,-201/2,381/2,393,1023/2,-543/2,43/2,1/2,0,A5,55621764
x^5 + 2*x^4 + 17*x^3 + 21*x^2 + 8*x + 1,(-77/2)*x^6 + (-213/2)*x^5 + (501/2)*x^4 + (577)*x^3 + (855/2)*x^2 + (249/2)*x^1 + (23/2),(-77/2) * (x^6 + 213/77*x^5 - 501/77*x^4 - 1154/77*x^3 - 855/77*x^2 - 249/77*x - 23/77),-77/2,-213/2,501/2,577,855/2,249/2,23/2,1/2,0,A5,1144900
x^5 + 3*x^4 - 23*x^3 - 14*x^2 + 3*x + 1,(133/2)*x^6 + (3/2)*x^5 + (1623/2)*x^4 + (556)*x^3 + (705/2)*x^2 + (219/2)*x^1 + (44),(133/2) * (x^6 + 3/133*x^5 + 1623/133*x^4 + 1112/133*x^3 + 705/133*x^2 + 219/133*x + 88/133),133/2,3/2,1623/2,556,705/2,219/2,44,1/2,0,A5,1122719049
x^5 + 3*x^4 - 14*x^3 - 23*x^2 + 3*x + 1,(44)*x^6 + (219/2)*x^5 + (705/2)*x^4 + (556)*x^3 + (1623/2)*x^2 + (3/2)*x^1 + (133/2),(44) * (x^6 + 219/88*x^5 + 705/88*x^4 + 139/11*x^3 + 1623/88*x^2 + 3/88*x + 133/88),44,219/2,705/2,556,1623/2,3/2,133/2,1/2,0,A5,1122719049
x^5 + 3*x^4 - 11*x^3 - 16*x^2 + x + 1,(73/2)*x^6 + (141/2)*x^5 + (477/2)*x^4 + (306)*x^3 + (711/2)*x^2 + (117/2)*x^1 + (41),(73/2) * (x^6 + 141/73*x^5 + 477/73*x^4 + 612/73*x^3 + 711/73*x^2 + 117/73*x + 82/73),73/2,141/2,477/2,306,711/2,117/2,41,1/2,0,A5,160757041
x^5 + 3*x^4 - 11*x^3 - 4*x^2 + 11*x + 1,(73/2)*x^6 + (-39/2)*x^5 + (69/2)*x^4 + (-168)*x^3 + (321/2)*x^2 + (33/2)*x^1 + (131),(73/2) * (x^6 - 39/73*x^5 + 69/73*x^4 - 336/73*x^3 + 321/73*x^2 + 33/73*x + 262/73),73/2,-39/2,69/2,-168,321/2,33/2,131,1/2,0,A5,136866601
x^5 + 3*x^4 - 11*x^3 + 12*x^2 - 5*x + 1,(73/2)*x^6 + (-279/2)*x^5 + (405/2)*x^4 + (-184)*x^3 + (177/2)*x^2 + (-15/2)*x^1 + (-5),(73/2) * (x^6 - 279/73*x^5 + 405/73*x^4 - 368/73*x^3 + 177/73*x^2 - 15/73*x - 10/73),73/2,-279/2,405/2,-184,177/2,-15/2,-5,1/2,0,A5,162409
x^5 + 3*x^4 - 3*x^3 - 9*x^2 + 8*x + 1,(33/2)*x^6 + (54)*x^5 + (-66)*x^4 + (-139)*x^3 + (225/2)*x^2 + (-171/2)*x^1 + (173/2),(33/2) * (x^6 + 36/11*x^5 - 4*x^4 - 278/33*x^3 + 75/11*x^2 - 57/11*x + 173/33),33/2,54,-66,-139,225/2,-171/2,173/2,1/2,0,A5,889249
